SampleID	SeqProject	LCSETMax	ReadgroupsAggregated	GENDER	ANCESTRY	SeqTech	LibTech
Sample-371	G77360	LCSET-6066	1	Female	African American	HiSeqX	SAGE
Sample-372	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE
Sample-373	G77360	LCSET-6066	1	Male	African American	HiSeqX	SAGE
Sample-374	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE
Sample-375	G77360	LCSET-6066	3	Male	White	HiSeqX	SAGE
Sample-376	G77360	LCSET-6066	1	Female	White	HiSeqX	SAGE
Sample-377	G77360	LCSET-6066	1	Male	Asian	HiSeqX	SAGE
Sample-378	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE
Sample-379	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE
Sample-380	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE
Sample-381	G77360	LCSET-6066	1	Female	White	HiSeqX	SAGE
Sample-382	G77360	LCSET-6066	2	Male	White	HiSeqX	SAGE
Sample-383	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE
Sample-384	G77360	LCSET-6066	1	Male	Not Reported	HiSeqX	SAGE
Sample-385	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE
Sample-386	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE
Sample-387	G77360	LCSET-6066	1	Female	African American	HiSeqX	SAGE
Sample-388	G77360	LCSET-6066	1	Female	White	HiSeqX	SAGE
Sample-389	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE
Sample-390	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE
Sample-391	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE
Sample-392	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE
Sample-393	G77360	LCSET-6066	2	Male	White	HiSeqX	SAGE
Sample-394	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE
Sample-395	G77360	LCSET-6066	1	Female	White	HiSeqX	SAGE
Sample-396	G77360	LCSET-6066	1	Female	White	HiSeqX	SAGE
Sample-397	G77360	LCSET-6066	1	Female	White	HiSeqX	SAGE
Sample-398	G77360	LCSET-6066	1	Female	White	HiSeqX	SAGE
Sample-399	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE
Sample-400	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE
Sample-401	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE
Sample-402	G77360	LCSET-6066	1	Female	White	HiSeqX	SAGE
Sample-403	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE
Sample-404	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE
Sample-405	G77360	LCSET-6066	1	Female	African American	HiSeqX	SAGE
Sample-406	G77360	LCSET-6066	1	Female	White	HiSeqX	SAGE
Sample-407	G77360	LCSET-6066	1	Female	African American	HiSeqX	SAGE
Sample-408	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE
Sample-409	G77360	LCSET-6066	1	Female	White	HiSeqX	SAGE
Sample-410	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE
Sample-411	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE
Sample-412	G77360	LCSET-6066	1	Female	White	HiSeqX	SAGE
Sample-413	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE
Sample-414	G77360	LCSET-6066	1	Female	White	HiSeqX	SAGE
Sample-415	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE
Sample-416	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE
Sample-417	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE
Sample-418	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE
Sample-419	G76371	LCSET-6235	1	NA	NA	HiSeqX	SAGE
Sample-420	G76371	LCSET-6235	1	NA	NA	HiSeqX	SAGE
Sample-421	G76371	LCSET-6235	1	NA	NA	HiSeqX	SAGE
Sample-422	G76371	LCSET-6235	1	NA	NA	HiSeqX	SAGE
Sample-423	G76371	LCSET-6235	1	NA	NA	HiSeqX	SAGE
Sample-424	G76371	LCSET-6235	1	Male	White	HiSeqX	SAGE
Sample-425	G76371	LCSET-6235	1	Male	White	HiSeqX	SAGE
Sample-426	G76371	LCSET-6235	1	Female	African American	HiSeqX	SAGE
Sample-427	G76371	LCSET-6235	1	Male	White	HiSeqX	SAGE
Sample-428	G77360	LCSET-6235	1	Male	White	HiSeqX	SAGE
Sample-429	G77360	LCSET-6235	1	Male	White	HiSeqX	SAGE
Sample-430	G77360	LCSET-6235	1	Male	White	HiSeqX	SAGE
Sample-431	G77360	LCSET-6235	1	Female	White	HiSeqX	SAGE
Sample-432	G77360	LCSET-6235	6	Male	White	HiSeqX	SAGE
Sample-433	G77360	LCSET-6235	1	Female	White	HiSeqX	SAGE
Sample-434	G77360	LCSET-6235	1	Female	White	HiSeqX	SAGE
Sample-435	G77360	LCSET-6235	1	Female	White	HiSeqX	SAGE
Sample-436	G77360	LCSET-6235	1	Male	White	HiSeqX	SAGE
Sample-437	G77360	LCSET-6235	1	Female	White	HiSeqX	SAGE
Sample-438	G77360	LCSET-6235	1	Female	White	HiSeqX	SAGE
Sample-439	G77324	LCSET-6242	2	Male	African American	HiSeqX	SAGE
Sample-440	G77324	LCSET-6242	2	Male	African American	HiSeqX	SAGE
Sample-441	G77324	LCSET-6242	2	Male	White	HiSeqX	SAGE
Sample-442	G77324	LCSET-6242	2	Male	White	HiSeqX	SAGE
Sample-443	G77324	LCSET-6242	9	Female	White	HiSeqX	SAGE
Sample-444	G77360	LCSET-6302	2	Female	White	HiSeqX	SAGE
Sample-445	G80551	LCSET-6341	1	Male	Asian	HiSeqX	SAGE
Sample-446	G80551	LCSET-6341	1	Female	White	HiSeqX	SAGE
Sample-447	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE
Sample-448	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE
Sample-449	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE
Sample-450	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE
Sample-451	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE
Sample-452	G80551	LCSET-6341	1	Female	White	HiSeqX	SAGE
Sample-453	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE
Sample-454	G80551	LCSET-6341	1	Female	White	HiSeqX	SAGE
Sample-455	G80551	LCSET-6341	1	Female	White	HiSeqX	SAGE
Sample-456	G80551	LCSET-6341	1	Female	White	HiSeqX	SAGE
Sample-457	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE
Sample-458	G80551	LCSET-6341	1	Male	African American	HiSeqX	SAGE
Sample-459	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE
Sample-460	G80551	LCSET-6341	1	Female	White	HiSeqX	SAGE
Sample-461	G80551	LCSET-6341	2	Male	African American	HiSeqX	SAGE
Sample-462	G80551	LCSET-6341	1	Female	White	HiSeqX	SAGE
Sample-463	G80551	LCSET-6341	2	Female	White	HiSeqX	SAGE
Sample-464	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE
Sample-465	G80551	LCSET-6341	2	Male	White	HiSeqX	SAGE
Sample-466	G80551	LCSET-6341	1	Male	Unknown	HiSeqX	SAGE
Sample-467	G80551	LCSET-6341	1	Female	White	HiSeqX	SAGE
Sample-468	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE
Sample-469	G80551	LCSET-6341	1	Female	White	HiSeqX	SAGE
Sample-470	G80551	LCSET-6341	1	Male	Not Reported	HiSeqX	SAGE
Sample-471	G80551	LCSET-6341	2	Male	White	HiSeqX	SAGE
Sample-472	G80551	LCSET-6341	1	Female	White	HiSeqX	SAGE
Sample-473	G80551	LCSET-6341	1	Male	African American	HiSeqX	SAGE
Sample-474	G80551	LCSET-6341	1	Male	African American	HiSeqX	SAGE
Sample-475	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE
Sample-476	G80551	LCSET-6341	1	Female	White	HiSeqX	SAGE
Sample-477	G80551	LCSET-6341	1	Male	African American	HiSeqX	SAGE
Sample-478	G80551	LCSET-6341	2	Male	White	HiSeqX	SAGE
Sample-479	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE
Sample-480	G80551	LCSET-6341	1	Female	White	HiSeqX	SAGE
Sample-481	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE
Sample-482	G80551	LCSET-6341	2	Male	White	HiSeqX	SAGE
Sample-483	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE
Sample-484	G80551	LCSET-6341	1	Female	Asian	HiSeqX	SAGE
Sample-485	G80551	LCSET-6341	2	Male	African American	HiSeqX	SAGE
Sample-486	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE
Sample-487	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE
Sample-488	G80551	LCSET-6341	1	Female	White	HiSeqX	SAGE
Sample-489	G80551	LCSET-6341	1	Female	White	HiSeqX	SAGE
Sample-490	G80551	LCSET-6341	1	Female	White	HiSeqX	SAGE
Sample-491	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE
Sample-492	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE
Sample-493	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE
Sample-494	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE
Sample-495	G80551	LCSET-6341	1	Female	White	HiSeqX	SAGE
Sample-496	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE
Sample-497	G80551	LCSET-6341	1	Male	African American	HiSeqX	SAGE
Sample-498	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE
Sample-499	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE
Sample-500	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE
Sample-501	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE
Sample-502	G80551	LCSET-6341	1	Female	White	HiSeqX	SAGE
Sample-503	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE
Sample-504	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE
Sample-505	G80551	LCSET-6341	1	NA	NA	HiSeqX	SAGE
Sample-506	G80551	LCSET-6341	1	NA	NA	HiSeqX	SAGE
Sample-507	G80551	LCSET-6341	1	NA	NA	HiSeqX	SAGE
Sample-508	G80551	LCSET-6341	1	NA	NA	HiSeqX	SAGE
Sample-509	G80551	LCSET-6341	1	NA	NA	HiSeqX	SAGE
Sample-510	G80551	LCSET-6341	1	NA	NA	HiSeqX	SAGE
Sample-511	G80551	LCSET-6341	1	NA	NA	HiSeqX	SAGE
Sample-512	G80551	LCSET-6341	1	NA	NA	HiSeqX	SAGE
Sample-513	G80551	LCSET-6341	1	NA	NA	HiSeqX	SAGE
Sample-514	G80551	LCSET-6341	1	NA	NA	HiSeqX	SAGE
Sample-515	G80551	LCSET-6341	1	Female	White	HiSeqX	SAGE
Sample-516	G80551	LCSET-6341	1	Female	White	HiSeqX	SAGE
Sample-517	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE
Sample-518	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE
Sample-519	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE
Sample-520	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE
Sample-521	G80551	LCSET-6341	1	Female	White	HiSeqX	SAGE
Sample-522	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE
Sample-523	G80551	LCSET-6341	1	Female	White	HiSeqX	SAGE
Sample-524	G80551	LCSET-6341	1	Female	White	HiSeqX	SAGE
Sample-525	G80551	LCSET-6341	1	Female	White	HiSeqX	SAGE
Sample-526	G80551	LCSET-6341	1	Male	White	HiSeqX	SAGE
Sample-527	G80551	LCSET-6341	1	Female	White	HiSeqX	SAGE
Sample-528	G80551	LCSET-6341	1	Male	African American	HiSeqX	SAGE
Sample-529	G80551	LCSET-6341	1	Female	White	HiSeqX	SAGE
Sample-530	G76371	LCSET-6345	1	NA	NA	HiSeqX	SAGE
Sample-531	G80551	LCSET-6363	1	NA	NA	HiSeqX	SAGE
Sample-532	G80551	LCSET-6363	1	NA	NA	HiSeqX	SAGE
Sample-533	G80551	LCSET-6363	1	NA	NA	HiSeqX	SAGE
Sample-534	G80551	LCSET-6363	1	NA	NA	HiSeqX	SAGE
Sample-535	G80551	LCSET-6363	1	NA	NA	HiSeqX	SAGE
Sample-536	G80551	LCSET-6363	1	NA	NA	HiSeqX	SAGE
Sample-537	G80551	LCSET-6363	1	NA	NA	HiSeqX	SAGE
Sample-538	G80551	LCSET-6363	1	NA	NA	HiSeqX	SAGE
Sample-539	G80551	LCSET-6363	1	NA	NA	HiSeqX	SAGE
Sample-540	G80551	LCSET-6363	1	NA	NA	HiSeqX	SAGE
Sample-541	G80551	LCSET-6363	1	NA	NA	HiSeqX	SAGE
Sample-542	G80551	LCSET-6363	1	NA	NA	HiSeqX	SAGE
Sample-543	G80551	LCSET-6363	1	NA	NA	HiSeqX	SAGE
Sample-544	G80551	LCSET-6363	1	NA	NA	HiSeqX	SAGE
Sample-545	G80551	LCSET-6363	1	NA	NA	HiSeqX	SAGE
Sample-546	G80551	LCSET-6363	1	NA	NA	HiSeqX	SAGE
Sample-547	G80551	LCSET-6363	1	NA	NA	HiSeqX	SAGE
Sample-548	G80551	LCSET-6363	1	NA	NA	HiSeqX	SAGE
Sample-549	G80551	LCSET-6363	1	NA	NA	HiSeqX	SAGE
Sample-550	G80551	LCSET-6363	1	NA	NA	HiSeqX	SAGE
Sample-551	G80551	LCSET-6363	1	NA	NA	HiSeqX	SAGE
Sample-552	G80551	LCSET-6363	1	NA	NA	HiSeqX	SAGE
Sample-553	G80551	LCSET-6363	1	NA	NA	HiSeqX	SAGE
Sample-554	G80551	LCSET-6363	1	NA	NA	HiSeqX	SAGE
Sample-555	G80551	LCSET-6363	1	NA	NA	HiSeqX	SAGE
Sample-556	G80551	LCSET-6363	1	Female	White	HiSeqX	SAGE
Sample-557	G80551	LCSET-6363	1	Male	White	HiSeqX	SAGE
Sample-558	G80551	LCSET-6363	1	Male	White	HiSeqX	SAGE
Sample-559	G80551	LCSET-6363	1	Male	White	HiSeqX	SAGE
Sample-560	G80551	LCSET-6363	1	Female	White	HiSeqX	SAGE
Sample-561	G80551	LCSET-6748	1	Male	African American	HiSeqX	SAGE
Sample-562	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-563	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-564	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-565	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-566	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-567	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-568	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-569	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-570	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-571	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-572	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-573	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-574	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-575	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-576	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-577	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-578	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-579	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-580	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-581	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-582	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-583	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-584	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-585	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-586	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-587	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-588	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-589	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-590	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-591	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-592	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-593	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-594	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-595	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-596	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-597	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-598	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-599	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-600	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-601	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-602	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-603	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-604	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-605	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-606	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-607	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-608	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-609	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-610	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-611	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-612	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-613	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-614	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-615	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-616	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-617	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-618	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-619	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-620	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-621	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-622	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-623	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-624	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-625	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-626	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-627	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-628	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-629	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-630	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-631	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-632	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-633	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-634	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-635	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-636	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-637	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-638	G87945	LCSET-6780	1	NA	NA	HiSeqX	SAGE
Sample-639	G80551	LCSET-6846	4	Female	White	HiSeqX	SAGE
Sample-640	G87945	LCSET-6880	1	NA	NA	HiSeqX	SAGE
Sample-641	G87945	LCSET-6880	1	NA	NA	HiSeqX	SAGE
Sample-642	G80551	LCSET-6909	3	Male	White	HiSeqX	SAGE
Sample-643	G80551	LCSET-6909	5	NA	NA	HiSeqX	SAGE
Sample-644	G80551	LCSET-6909	4	NA	NA	HiSeqX	SAGE
Sample-645	G80551	LCSET-6909	2	NA	NA	HiSeqX	SAGE
Sample-646	G80551	LCSET-6909	2	NA	NA	HiSeqX	SAGE
Sample-647	G80551	LCSET-6909	3	NA	NA	HiSeqX	SAGE
Sample-648	G80551	LCSET-6909	2	NA	NA	HiSeqX	SAGE
Sample-649	G90704	LCSET-7330	1	Female	White	HiSeqX	SAGE
Sample-650	G90704	LCSET-7330	1	Female	White	HiSeqX	SAGE
Sample-651	G90704	LCSET-7330	1	Male	White	HiSeqX	SAGE
Sample-652	G90704	LCSET-7330	1	Female	White	HiSeqX	SAGE
Sample-653	G90704	LCSET-7330	1	Male	White	HiSeqX	SAGE
Sample-654	G90704	LCSET-7330	1	Male	White	HiSeqX	SAGE
Sample-655	G90704	LCSET-7330	1	Female	White	HiSeqX	SAGE
Sample-656	G90704	LCSET-7729	3	Male	African American	HiSeqX	NonSAGE
Sample-657	G90704	LCSET-7729	3	Female	White	HiSeqX	NonSAGE
Sample-658	G90704	LCSET-7729	3	Male	African American	HiSeqX	NonSAGE
Sample-659	G90704	LCSET-7900	2	Female	White	HiSeqX	NonSAGE
Sample-660	G90704	LCSET-7900	2	Male	White	HiSeqX	NonSAGE
